Query,Reciprocal_Rank,Recall@1,Recall@5,Recall@10,Recall@20
"A man is holding his hand in a fish tank, letting the fish bite it.",1.0,1,1,1,1
A man is holding onto a parachute as he is trying to gett of the ground to snowboard,0.0476190476190476,0,0,0,0
A man is holding onto a quad that is floating down a river.,1.0,1,1,1,1
A man is holding the head of an alligator and then a young boy gets on it's back.,1.0,1,1,1,1
A man is holding the tail of a crocodile and rounding it in a circle and many people are watching it,0.1666666666666666,0,0,1,1
A man is holding two long rope like things and shaking them.,0.0909090909090909,0,0,0,1
A man is holding two poles while riding down a hill slowly on skies.,0.0434782608695652,0,0,0,0
A man is holding up a shining flashlight at a wall with shelves.,0.0714285714285714,0,0,0,1
A man is hovering over an alligator's body and smiles with it.,0.05,0,0,0,1
A man is how how to clip stray hair from a very small insect.,0.0526315789473684,0,0,0,1
A man is hugging a bear mascot at a sports event.,1.0,1,1,1,1
A man is hugging a boy who is seated and making sounds.,0.3333333333333333,0,1,1,1
A man is hugging a cow while sitting the the grass.,1.0,1,1,1,1
A man is ice skating in a ice rink filled with dozens of other people.,0.5,0,1,1,1
A man is in a backyard kicking a heavy bag,1.0,1,1,1,1
A man is in a batting cage and is practicing hitting a baseball.,0.2,0,1,1,1
A man is in a batting cage hitting baseballs with a bat that are being throw to him.,0.1428571428571428,0,0,1,1
A man is in a batting cage swinging a bat around.,0.25,0,1,1,1
A man is in a center of a sand pit and holding the jaws of an alligator shut with his bare hands.,0.0588235294117647,0,0,0,1
A man is in a dark cave on a boat shining a flashlight at the rocks.,0.1428571428571428,0,0,1,1
A man is in a dog sledding competition with a decent size crowd.,0.0833333333333333,0,0,0,1
A man is in a dogsled race and is riding a sled pulled by four dogs.,0.0625,0,0,0,1
A man is in a garage making wooden frames among many power tools.,0.3333333333333333,0,1,1,1
A man is in a gated area and he is dragging a alligator while an audience looks on,0.5,0,1,1,1
A man is in a gym and does a exercise known as the hang snatch pull.,0.02,0,0,0,0
A man is in a gym and does a squat with a heavy set of weights.,0.0135135135135135,0,0,0,0
A man is in a gym and running up waving his arms.,0.5,0,1,1,1
A man is in a gym demonstrating how to do a bent arm shoulder stretch.,0.0714285714285714,0,0,0,1
A man is in a gym demonstrating the proper technique for a particular exercise.,1.0,1,1,1,1
A man is in a gym doing a clean & jerk.,0.0,0,0,0,0
A man is in a gym doing a front half-lift with weights.,0.010752688172043,0,0,0,0
A man is in a gym doing an overhead press with a barbell.,0.0101010101010101,0,0,0,0
A man is in a gym holding a dumbbell in each hand and then lifts up each arm one at a time.,0.3333333333333333,0,1,1,1
A man is in a gym working on his arms lifting dumbbells.,0.25,0,1,1,1
"A man is in a music store, sitting down, showing the correct fingering for playing an electric guitar.",1.0,1,1,1,1
A man is in a park practicing his walk on the tightrope.,1.0,1,1,1,1
A man is in a pool of water with an alligator while people watch.,0.03125,0,0,0,0
A man is in a ring riding a horse as he ropes a calf and then gets off and lays the calf down.,0.0454545454545454,0,0,0,0
A man is in a ring sitting on top of a crocodile with his head on the crocodiles jaw while crowds watch on and shout at him to keep going.,1.0,1,1,1,1
"A man is in a room at a banquet gathering, talking on a microphone, while another man is standing next to him holding a plaque.",0.5,0,1,1,1
A man is in a room standing and stretching on a mat in front of a wall of mirrors.,0.1666666666666666,0,0,1,1
"A man is in a semi enclosed space, surrounded by a crowd, and handling a Crocodile.",0.0714285714285714,0,0,0,1
A man is in a small pond and he starts to feel large goldfish that come up him.,1.0,1,1,1,1
A man is in a store playing a video game with the t.v.,1.0,1,1,1,1
"A man is in an indoor arena and practicing a track and field event, possibly the hammer throw.",0.0666666666666666,0,0,0,1
A man is in front of a camera and seems to be on an interview.,0.0149253731343283,0,0,0,0
A man is in his home on his hands getting ready to do a hand stand and then lifts his legs into a handstand.,0.1,0,0,1,1
A man is in hysterics while crying and trying to record himself.,1.0,1,1,1,1
A man is in the driveway with his son and they are teaching the little girl to ride her bike.,0.25,0,1,1,1
A man is in the middle of the grassy area and spins around and throws an item,0.0454545454545454,0,0,0,0
"A man is in the passenger side of a moving car, and he is air drumming along to some loud music.",0.0769230769230769,0,0,0,1
A man is in the process of getting a tattoo on his right lower arm.,0.3333333333333333,0,1,1,1
A man is in the process of putting together some type of shelf.,0.25,0,1,1,1
A man is inhaling and exhaling smoke using a hookah.,0.0344827586206896,0,0,0,0
A man is inserting copies into a machine that adds a UV coating.,0.0833333333333333,0,0,0,1
A man is inside a gym and he lifts the barbell full of weights.,0.125,0,0,1,1
A man is inside of a cave and is wearing a flashlight on his head.,0.0769230769230769,0,0,0,1
A man is installing a piece of drain onto the roof of a house.,0.0294117647058823,0,0,0,0
A man is installing a tire on the outer rim of a bicycle rim.,0.1,0,0,1,1
A man is instructing where to place the horseshoe on the board.,1.0,1,1,1,1
A man is interviewing a woman as she lifts a huge card.,0.0909090909090909,0,0,0,1
"A man is introduced, sitting down and playing a lute.",0.2,0,1,1,1
A man is is fixing a tire for a bike and explaining how to do it.,0.0526315789473684,0,0,0,1
A man is jamming out on his electric guitar while wearing an orange shirt.,1.0,1,1,1,1
A man is jamming to music in his car and pounding on the steering wheel.,1.0,1,1,1,1
"A man is jerk-lifting a barbell that has weights on each end, in a contest in a gym.",0.0833333333333333,0,0,0,1
A man is juggling a couple of torches in his hands.,0.1428571428571428,0,0,1,1
A man is jumping across hurdles in an indoor track and field arena.,0.5,0,1,1,1
A man is jumping on a skatebpard and falls then bust his head open.,1.0,1,1,1,1
"A man is jumping over a bar, then another man attempts to jump over the bar but hits it.",0.1,0,0,1,1
A man is jumping very high on skis in a competition.,0.25,0,1,1,1
A man is keeping an alligator's mouth open with his own head.,0.0833333333333333,0,0,0,1
A man is kicking a ball into a net on a field of grass.,1.0,1,1,1,1
A man is kicking off of a building while attached to a string in order to descend from the building.,0.0666666666666666,0,0,0,1
A man is kicking paddles that are being held by two other men.,1.0,1,1,1,1
A man is kneeling in a coy pond with coy fish swimming around him and he fish food in his mouth.,1.0,1,1,1,1
"A man is kneeling in an outdoor trench at an archaeological site, discusses the history of the site and asks his colleague for a bucket.",1.0,1,1,1,1
A man is kneeling on the floor packing clothes into a suitcase.,1.0,1,1,1,1
A man is kneeling on the floor while a girl throws a small object on the floor.,0.125,0,0,1,1
A man is knocking bits off a stone with a metal tool.,0.0158730158730158,0,0,0,0
A man is landing in the snow from a parachute.,0.0588235294117647,0,0,0,1
A man is laughing inside a cave while exploring for bats.,0.05,0,0,0,1
A man is laying down and sleeping and someone is very close to his face filming.,1.0,1,1,1,1
A man is laying down while another man lifts his leg up.,0.015625,0,0,0,0
A man is laying in bed and feeding his baby.,0.5,0,1,1,1
A man is laying in bed smoking a cigarette while listening to music.,1.0,1,1,1,1
A man is laying in his bed petting a black cat.,1.0,1,1,1,1
"A man is laying on his back on a bench at a playground outside, while repeatedly doing sit ups.",1.0,1,1,1,1
A man is laying on his back on the carpet doing crunches with his arms straight out.,1.0,1,1,1,1
A man is laying on the floor and he does sit ups with his legs spread out.,1.0,1,1,1,1
A man is laying on the floor in a crossfit gym doing a leg stretch while people walk around.,0.5,0,1,1,1
A man is leading a camel around while a little girl and woman ride on it.,0.5,0,1,1,1
A man is leaning on an exercise ball and doing push ups.,1.0,1,1,1,1
"A man is learning how to walk on a red, low hanging tightrope and is asking how to go faster.",0.0909090909090909,0,0,0,1
A man is letting several pigeons eat out of his hand.,1.0,1,1,1,1
A man is lifting a bar with colored weights at different times while inside of a gym.,0.0147058823529411,0,0,0,0
A man is lifting a heavy barbell in a gym.,0.25,0,1,1,1
"A man is lifting a heavy weight in front of him several times, then setting it down.",0.0333333333333333,0,0,0,0
A man is lifting a heavy weight then immediately dropping it to the ground.,0.0714285714285714,0,0,0,1
A man is lifting a huge amount of weight with ease.,0.0,0,0,0,0
A man is lifting a large weight from his waste to his shoulders.,0.0144927536231884,0,0,0,0
A man is lifting a pair of dumbbells up and down.,0.0666666666666666,0,0,0,1
A man is lifting a weight on a barbell on a competition,0.0454545454545454,0,0,0,0
A man is lifting a young girl to pick grapes from an arbor.,0.1111111111111111,0,0,1,1
A man is lifting heavy weights while others spot him and cheer.,0.3333333333333333,0,1,1,1
"A man is lifting some large weight in a gym, while two other men work out behind him, one using a punching bag.",0.0204081632653061,0,0,0,0
A man is lifting weights and a trainer is coaching him and giving him instructions.,0.0833333333333333,0,0,0,1
A man is lifting weights from his waist to chest height without bending his elbows.,0.0169491525423728,0,0,0,0
A man is lifting weights while a spotter watches him for safety.,0.025,0,0,0,0
A man is lifting weights while another man is instructing him.,0.0,0,0,0,0
A man is lifting weights with his right hand on a weight machine.,0.0144927536231884,0,0,0,0
A man is lifts a large barbell to compete in a weight lifting event.,0.0303030303030303,0,0,0,0
A man is lighting up and smoking a pipe while people talk around him.,0.1666666666666666,0,0,1,1
"A man is lining up his golf swing, using a laser pointer attached to his head.",0.0434782608695652,0,0,0,0
A man is listening to metal music and using two pens to beat along to the song.,1.0,1,1,1,1
A man is listening to music and eating a sandwich wrap.,1.0,1,1,1,1
A man is looking at a table that is covered in roses.,0.0909090909090909,0,0,0,1
A man is looking at the camera and adjusts his glasses several times.,0.2,0,1,1,1
A man is looking at the doors of kitchen cupboards,0.3333333333333333,0,1,1,1
A man is looking down on icicles in a dark cave with his light,0.04,0,0,0,0
A man is looking in a mirror and fixing his hair.,0.1666666666666666,0,0,1,1
A man is looking in the camera and is he doing some type of hand movements,0.2,0,1,1,1
A man is looking in the mirror and is admiring himself.,0.1111111111111111,0,0,1,1
"A man is looking into the camera and saying his brother is Adam Sandler, and someone begins to laugh.",0.0,0,0,0,0
A man is lying back and getting his face messaged by another person while people are talking in the background.,1.0,1,1,1,1
"A man is lying face down on the grass, another man hits a golf ball off his backside and he yells out.",1.0,1,1,1,1
A man is lying on a ball and extending dumbbells in his hands.,0.0588235294117647,0,0,0,1
A man is making a balloon animal and showing how to make the animal's tail longer.,0.1111111111111111,0,0,1,1
A man is making a fly-fishing lure and explaining how to do it.,0.0357142857142857,0,0,0,0
A man is making a massive amount of bubbles in the middle of a busy street.,1.0,1,1,1,1
A man is making a news cast and as he talks another man gets behind him and makes faces.,0.2,0,1,1,1
A man is making a purple dog from a balloon,0.3333333333333333,0,1,1,1
A man is making a tutorial on how to paint a painting.,0.1666666666666666,0,0,1,1
A man is making a video of himself snowboarding downhill with a photo stick.,0.125,0,0,1,1
A man is making an arrowhead or showing how prehistoric tools were made.,0.0263157894736842,0,0,0,0
A man is making balloon shapes with gold and white balloons.,0.2,0,1,1,1
A man is making cheese in a big pot of water.,0.0476190476190476,0,0,0,0
A man is making noises with a little boy's cheeks.,0.1111111111111111,0,0,1,1
A man is making pottery on a pottery wheel and then washes his hands off.,0.0526315789473684,0,0,0,1
A man is making some kind of balloon sculpture with a long balloon.,0.5,0,1,1,1
A man is making stretch balloons in different shapes for children.,1.0,1,1,1,1
A man is making swords out of yellow balloons and giving them to kids.,1.0,1,1,1,1
A man is measuring and drilling a piece of wood.,0.0588235294117647,0,0,0,1
A man is measuring angles on a plank of wood and drills hole in it.,0.1,0,0,1,1
A man is mixing together some ingredients into a large metal bowl to cook something.,0.0192307692307692,0,0,0,0
A man is mountain climbing down a cliff with the assistance of ropes.,0.0555555555555555,0,0,0,1
"A man is moving a plastic container over and beneath a machine, while music is playing.",0.0,0,0,0,0
A man is moving at a decent pace on the top of a snowy hill.,0.0256410256410256,0,0,0,0
A man is moving on a cart that is pulled by some dogs,0.0285714285714285,0,0,0,0
A man is moving things on a raft boat and then he has to jump in the water to keep it from floating away.,1.0,1,1,1,1
A man is nailing a horseshoe with a hammer and another tool.,1.0,1,1,1,1
A man is narrating while he films people at a park who are dressed in historical war uniforms.,1.0,1,1,1,1
A man is on a golf course and takes a swing of a golf ball off a tee.,0.5,0,1,1,1
A man is on a golf course hitting golf balls with his golf club on the green.,0.1428571428571428,0,0,1,1
A man is on a golf course partially in a sand trap and hits a golf ball.,1.0,1,1,1,1
A man is on a golf course talking and swinging a golf club and then he hits the ball.,0.0384615384615384,0,0,0,0
A man is on a shore line and he is using a hoe to remove the top soil on the shore.,0.2,0,1,1,1
A man is on a skii and riding behind a boat holding a rope.,0.25,0,1,1,1
A man is on a snow board and skiis and riding indoors on snow.,1.0,1,1,1,1
A man is on a stage break dancing in front of an audience.,0.3333333333333333,0,1,1,1
A man is on his surf board being pushed to the shore by the waves.,0.0769230769230769,0,0,0,1
A man is on ice doing the sport of curling.,0.024390243902439,0,0,0,0
A man is on stage shearing a sheep while the audience watches and applauds.,0.5,0,1,1,1
A man is on stage talking to a group of people who are clapping after he speaks.,0.0714285714285714,0,0,0,1
A man is on stage with a band playing guitar and singing into a microphone.,0.1428571428571428,0,0,1,1
A man is on the beach and is digging at the sand while wearing a coat and some sunglasses.,0.5,0,1,1,1
A man is on the floor doing sit ups while another man squats over him with his pants down and others laugh.,0.0,0,0,0,0
A man is on the floor exercising his calf muscles,1.0,1,1,1,1
A man is on top of a camel that is trying to throw him off.,1.0,1,1,1,1
A man is opening alligator's mouth carefully and showing his teeth to the customers.,0.032258064516129,0,0,0,0
"A man is operating a crane, and he lowers the cranes arm down so it can grab some scrap metal from a pile.",1.0,1,1,1,1
A man is operating a small gold sluice in a fast moving mountain stream.,0.3333333333333333,0,1,1,1
A man is ordering some food outside from an outdoor food stand while other people walk in the background.,0.5,0,1,1,1
A man is out in a snowy flat land using a kite to surf around the area,0.032258064516129,0,0,0,0
A man is out shoveling a deck with his dogs. the dog keeps barking at the shovel.,1.0,1,1,1,1
A man is out side near a street and waves at the camera.,0.2,0,1,1,1
A man is outdoors shooting arrows at a target using a bow.,1.0,1,1,1,1
A man is outside and is by a whole that was dug and is using a tool in it.,0.3333333333333333,0,1,1,1
"A man is outside and is playing golf, he is hitting the ball off of a tee.",0.125,0,0,1,1
A man is outside and is trying to touch a big snake that is on the ground.,1.0,1,1,1,1
A man is outside doing lunges while holding a ball and moving it back and forth,1.0,1,1,1,1
A man is outside on the green hitting a golf ball.,0.0666666666666666,0,0,0,1
A man is outside placing logs onto a big stump and then chops the wood smaller with an ax.,0.0344827586206896,0,0,0,0
A man is outside practicing his golf moves on the grass,0.0285714285714285,0,0,0,0
A man is outside speaking about a festival as children stomp their feet in buckets.,0.0,0,0,0,0
A man is outside swinging an axe as a tree stump.,0.0,0,0,0,0
A man is outside using a hammer and a tool to make repairs to a horseshoe.,1.0,1,1,1,1
A man is outside with a child and they are picking fruit from a tree by using a long tool.,0.5,0,1,1,1
"A man is outside, he is wearing a paint jumper and is spray painting a wall.",1.0,1,1,1,1
A man is painting a Super Mario Brothers painting on a wall.,1.0,1,1,1,1
A man is painting a portrait using a brush and paint.,1.0,1,1,1,1
A man is participating in a high jumping event jumps over a bar onto a mat.,0.05,0,0,0,1
A man is peeling the skin off of boiled potatoes.,0.5,0,1,1,1
A man is perfoming a clay molding on a large piece of clay.,0.5,0,1,1,1
A man is perfoming various wood construction tasks with hands and powertools.,0.0384615384615384,0,0,0,0
A man is performing Poi on the beach using several different twirling and spinning movements.,0.3333333333333333,0,1,1,1
A man is performing a flexibility exercise on his arm.,0.0909090909090909,0,0,0,1
A man is performing a front squat while another man spots him.,0.05,0,0,0,1
A man is performing a hand stand in a living room.,0.3333333333333333,0,1,1,1
A man is performing a juggling act with torches and fire.,0.05,0,0,0,1
A man is performing a show at a zoo with an alligator to please the crowds.,0.3333333333333333,0,1,1,1
A man is performing exercises while someone else is explaining the exercise.,0.0555555555555555,0,0,0,1
A man is performing in a weightlifting competition where he is holding a very heavy barbell over his head.,0.0163934426229508,0,0,0,0
A man is performing kicks and balancing on a strap above a safety bag.,0.0666666666666666,0,0,0,1
A man is performing several jump rope tricks in front of a group of judges.,0.5,0,1,1,1
A man is petting a cat while the cat lays down.,0.0303030303030303,0,0,0,0
A man is petting a dog outside on the sidewalk.,0.5,0,1,1,1
A man is petting the head of a jungle cat while it's laying down.,0.5,0,1,1,1
"A man is picking up a snake out of a large container, whist others scream and laugh.",1.0,1,1,1,1
A man is picking up bills from the cards table while talking to the other people on the table,0.1428571428571428,0,0,1,1
"A man is placing a piece of paper into a copy machine, he is preparing to copy the paper.",0.0526315789473684,0,0,0,1
A man is placing a wheel onto a tire while giving instructions.,1.0,1,1,1,1
A man is playing a  song on a particular type of guitar in room painted yellow.,0.0238095238095238,0,0,0,0
A man is playing a banjo in his bed room.,0.3333333333333333,0,1,1,1
A man is playing a bass guitar from a sitting position.,0.2,0,1,1,1
A man is playing a curling sport while a man is talking with a microphone.,0.0277777777777777,0,0,0,0
A man is playing a game involving putting golf balls into a hole one after another.,0.5,0,1,1,1
A man is playing a guitar like music instrument to the best of his abilities.,0.0285714285714285,0,0,0,0
A man is playing a guitar solo that has twelve strings.,0.0526315789473684,0,0,0,1
"A man is playing a guitar, and then a person is shown catching a wave with a surfboard and riding it.",0.1,0,0,1,1
A man is playing a hammer throw support out on the field.,0.0,0,0,0,0
A man is playing a musical instrument that has six strings.,0.0833333333333333,0,0,0,1
A man is playing a small wooden lute as he strums the strings.,0.1111111111111111,0,0,1,1
A man is playing a stringed instrument while others watch him.,0.2,0,1,1,1
A man is playing a tune on a musical instrument the balalaika.,0.02,0,0,0,0
A man is playing air drums while listening to a song in a car.,0.1111111111111111,0,0,1,1
A man is playing an accordion outside under a tree.,1.0,1,1,1,1
A man is playing an accordion under the shade of a tree.,1.0,1,1,1,1
A man is playing an arcade game where he runs and hits his head on a bag.,0.2,0,1,1,1
A man is playing an electronic musical instrument game and watching the progress on his computer.,0.02,0,0,0,0
A man is playing and rubbing on a cat in playtime,0.25,0,1,1,1
A man is playing cords on an instrument while riding a bus.,1.0,1,1,1,1
A man is playing golf while another person is standing behind him.,0.1428571428571428,0,0,1,1
A man is playing jazz with a bass guitar and making some body movements while seated.,0.5,0,1,1,1
A man is playing maracas in a rhythm while listening to a song.,0.25,0,1,1,1
A man is playing riffs on a bass guitar in his home.,0.0714285714285714,0,0,0,1
A man is playing some sort of guitar or banjo like instrument.,0.0833333333333333,0,0,0,1
A man is playing the air drums while setting at the kitchen table.,1.0,1,1,1,1
A man is playing the bass guitar to music playing in the background.,0.0476190476190476,0,0,0,0
A man is playing the drums and banging on cymbals.,0.25,0,1,1,1
A man is playing the harmonica while seated in a chair in a street,1.0,1,1,1,1
"A man is playing the song ""Bad Touch"" by the band Bloodhound Gang on a guitar.",0.0526315789473684,0,0,0,1
A man is playing with a blue fidget and spinning it really fast,0.3333333333333333,0,1,1,1
A man is playing with a child who seems to be having a fun time with him.,1.0,1,1,1,1
A man is playing with bubbles and throwing them everywhere while a crowd passes by.,0.0344827586206896,0,0,0,0
A man is plunging a object into the wet sand.,0.0303030303030303,0,0,0,0
A man is polishing his black shoes to music and then gets up and leaves.,0.1666666666666666,0,0,1,1
A man is polishing his shoes via a polishing machine.,1.0,1,1,1,1
"A man is polishing shoes, while a commentator talks about the man's previous employment.",0.5,0,1,1,1
A man is positioned upside down against a wall balancing on his elbows.,0.0142857142857142,0,0,0,0
A man is pouring a liquid on a hot piece of metal.,0.5,0,1,1,1
A man is power lifting weights in the gym by squatting.,0.0175438596491228,0,0,0,0
"A man is practicing a discus throw, unfortunately it was thrown incorrectly, the man gets upset because of his throw being off.",1.0,1,1,1,1
A man is practicing a golf swing at the driving range.,0.0666666666666666,0,0,0,1
A man is practicing golf in an indoor golf range.,0.3333333333333333,0,1,1,1
A man is practicing his ball throwing skills at a gym.,0.0555555555555555,0,0,0,1
A man is practicing his golf stroke with guided lights as others practice also.,0.125,0,0,1,1
A man is practicing his golf swing at a driving range.,0.0588235294117647,0,0,0,1
A man is practicing his golf swing with a strange pole attached to his club.,0.0151515151515151,0,0,0,0
A man is practicing his skills on a traditional drum set,0.2,0,1,1,1
A man is practicing ice skating in his own backyard with skates.,1.0,1,1,1,1
A man is practising archery and shoots an arrow in the target,0.1111111111111111,0,0,1,1
A man is preaching to a group of people in pews at a church.,0.3333333333333333,0,1,1,1
A man is prepairing food in a frying pan while another man walks up to the stand and they both watch the pan.,0.04,0,0,0,0
A man is preparing flower arrangements in small vases and he is talking about it.,0.125,0,0,1,1
A man is preparing to do a squat while holding an exercise bar with extra weights.,0.1111111111111111,0,0,1,1
A man is prepping himself and practicing throwing a shot put ball.,0.0,0,0,0,0
A man is pressing heavy weights over his head while other people are exercising in the background.,0.0181818181818181,0,0,0,0
A man is pressing the screen of a monitor with his finger.,0.037037037037037,0,0,0,0
A man is processing a kind of bean in a food processor and is talking about the procedure and why it should be done outside.,0.0227272727272727,0,0,0,0
A man is pulling a aligator out of murky water.,0.2,0,1,1,1
A man is pulling a camel that has another man and a small child sitting on it.,0.0294117647058823,0,0,0,0
A man is pulling a crocodile or alligator out of a dirty pond.,0.25,0,1,1,1
A man is pulling a gator out of the water by the back of it's tail.,0.5,0,1,1,1
A man is pulling a hose across the water of a luxurious-looking backyard pool and describing how to suck on the hose to get a siphon effect.,1.0,1,1,1,1
A man is pulling an alligator out of the water by pulling its tail.,0.5,0,1,1,1
A man is pushing a boat or raft through the water.,1.0,1,1,1,1
A man is pushing chicken pieces into the meat grinder machine.,0.0333333333333333,0,0,0,0
A man is pushing his hands together and explaining the breathing exercise he is doing.,0.3333333333333333,0,1,1,1
A man is putting a baseball onto a tee before hitting it with one hand.,0.1,0,0,1,1
A man is putting a meat into the meat cutter,0.0769230769230769,0,0,0,1
A man is putting a pipe in his mouth and is lighting the material.,0.0256410256410256,0,0,0,0
A man is putting espresso coffee beans in a machine with a temperature gauge.,0.1428571428571428,0,0,1,1
A man is putting his arms against a wall and describing the wall.,0.0,0,0,0,0
A man is putting ice cream to a child's face and she is taking small bites.,0.5,0,1,1,1
A man is putting pieces of meat into an electric grinder.,0.1,0,0,1,1
A man is putting the back of a shelf on with a hydraulic nail gun.,0.027027027027027,0,0,0,0
A man is putting together a vase full of green plants.,1.0,1,1,1,1
A man is quickly folding laundry from a laundry basket,0.25,0,1,1,1
A man is quickly skating down the ice and abruptly changing directions.,0.5,0,1,1,1
A man is racing a snowmobile outside in the snow.,0.1666666666666666,0,0,1,1
A man is raising a heavy bar with dumbells on it while another man is behind him assisting.,1.0,1,1,1,1
A man is rappelling down a cliff of a mountain.,0.0833333333333333,0,0,0,1
A man is rappelling down a rock climbing wall. He looks down and back at the wall.,0.1666666666666666,0,0,1,1
A man is reading a newspaper and covering his face with it.,1.0,1,1,1,1
A man is reading a newspaper and smiling at the newspaper.,0.3333333333333333,0,1,1,1
A man is reading a newspaper as he drives down a city street.,1.0,1,1,1,1
A man is recorded trying to wrestle an alligator in front of a crowd.,0.5,0,1,1,1
A man is recording himself dead-lifting in a gym.,0.0105263157894736,0,0,0,0
A man is removing the crank of a bicycle and then repositioning it.,0.1428571428571428,0,0,1,1
A man is repelling down a rock towards a rushing creek as man stands at the top coaching him.,1.0,1,1,1,1
A man is repelling off the side of a hill.,0.1,0,0,1,1
A man is repelling with ropes down the face of a rock.,0.5,0,1,1,1
A man is riding a bicycle on the road while playing a guitar.,1.0,1,1,1,1
A man is riding a bicycle while solving a rubix cube.,0.1,0,0,1,1
A man is riding a bicycle with a toddler in a side car through a creek.,1.0,1,1,1,1
A man is riding a bike down the road while playing a guitar and not holding onto the handlebars and singing at the same time.,1.0,1,1,1,1
"A man is riding a bike toward the camerawoman. She begins to sound alarmed as he rides toward her. The rider veers off, but still hits something and falls off the bike.",0.0526315789473684,0,0,0,1
A man is riding a camel with his young child at an amusement park.,1.0,1,1,1,1
A man is riding a horse an using a lasso to wrangle a calf.,0.0357142857142857,0,0,0,0
A man is riding a horse and chasing a sheep in a ranch.,1.0,1,1,1,1
A man is riding a hover board next to a cyclist down a park bridge.,0.5,0,1,1,1
A man is riding a hover board on the street with friends watching.,1.0,1,1,1,1
A man is riding a hoverboard on a sidewalk while cars drive by on the street.,1.0,1,1,1,1
A man is riding a parachute across a windy and snowy plain.,0.0833333333333333,0,0,0,1
A man is riding a sled and being pulled by a pack of dogs in a dog sledding competition and then they come around a curve with an orange barrier up.,0.0172413793103448,0,0,0,0
A man is riding a sled while being pulled by several dogs.,0.0769230769230769,0,0,0,1
A man is riding a snow mobile behind someone riding a snow mobile,0.0588235294117647,0,0,0,1
A man is riding a snow mobile down a snow covered mountain.,0.032258064516129,0,0,0,0
A man is riding a snow mobile on a trail in the dark.,0.032258064516129,0,0,0,0
A man is riding a snowmobile in the snow then another man follows behind him.,0.1428571428571428,0,0,1,1
A man is riding down a hill on a snowboard and he falls down.,0.0909090909090909,0,0,0,1
A man is riding down a trail onto a ramp and falls off his bike.,0.2,0,1,1,1
A man is riding his bicycle in the middle of the sidewalk.,0.3333333333333333,0,1,1,1
A man is riding on  horse and another small animal is running infront of them,0.2,0,1,1,1
A man is riding on a camel in front of a woman who is speaking to him.,0.1666666666666666,0,0,1,1
A man is riding on a camel's back with a bunch of other people riding a camel.,0.0344827586206896,0,0,0,0
A man is riding skating board in a snow land.,0.0,0,0,0,0
A man is riding the bicycle carrying with two Childrens .,1.0,1,1,1,1
A man is riding waves in the ocean with great agility.,0.1666666666666666,0,0,1,1
A man is rocking out to some music in the passenger seat of a car.,0.1111111111111111,0,0,1,1
A man is rubbing his beard and then he turns on his razor to trim it.,1.0,1,1,1,1
A man is running a device along the gutters of a house cleaning off leaves.,1.0,1,1,1,1
A man is running a knife through a large vat of a thick milky colored substance.,0.0,0,0,0,0
"A man is running across a track field, and then does a high jump over a bar, and onto an inflatable mattress.",0.0178571428571428,0,0,0,0
"A man is running metal through a machine, which bends the metal.",0.04,0,0,0,0
A man is running then trying to jump over a pole on to a mat.,0.0144927536231884,0,0,0,0
A man is running towards a sideways pole and tries to jump over it.,0.025,0,0,0,0
A man is running with skis on a ramp downhill and flies in the air and lands in the water below.,1.0,1,1,1,1
A man is sanding wooden drawers with a power sander.,0.25,0,1,1,1
A man is sauteing vegetables and flipping them in a skillet.,1.0,1,1,1,1
A man is scattering food in a pond and lot of fish are swarming to eat.,0.25,0,1,1,1
A man is scooping ice using a shovel as he throws it to another location,0.0169491525423728,0,0,0,0
A man is scooping up snow with a shovel and then tossing it out of the way.,0.0588235294117647,0,0,0,1
A man is scuba diving in a dark cave with his friend.,1.0,1,1,1,1
A man is scuba diving next to a turtle in open water.,0.1111111111111111,0,0,1,1
A man is seated and entertaining the audience by screaming.,0.0,0,0,0,0
A man is seated and plays a guitar like instrument.,0.0416666666666666,0,0,0,0
A man is seated on a bridge of rocks and the camera pans around to show us the surrounding and then returning to the man who is now walking toward the end of the bridge.,0.0909090909090909,0,0,0,1
A man is seated on a camel and the camel slowly bends to the ground.,0.5,0,1,1,1
"A man is seated on an exercise ball, he uses his hand to demonstrate the correct manner.",1.0,1,1,1,1
A man is seated while another inks a tattoo onto arm.,0.3333333333333333,0,1,1,1
A man is seated while playing with a baby on his lap,0.3333333333333333,0,1,1,1
"A man is seated with stones of different shapes and colors in front of him, then he replaces some and leaves others.",0.1,0,0,1,1
A man is seen climbing down a cliff with the aid of a rope while stepping on water.,0.2,0,1,1,1
A man is seen getting a large tattoo worked on by a tattoo artist.,0.25,0,1,1,1
A man is seen holding a long metal object inside a round smaller bucket on the ground.,0.3333333333333333,0,1,1,1
A man is seen holding a stick of fire closer to his mouth to spray out liquid causing the fire to ignite.,0.0,0,0,0,0
A man is seen leisurely seating on a couch while he smokes from a pipe.,0.05,0,0,0,1
A man is seen painting a picture of mario with spray paint.,1.0,1,1,1,1
A man is seen panning for gold near a river.,0.3333333333333333,0,1,1,1
A man is seen para snowboarding with a camera on the snowboard.,0.3333333333333333,0,1,1,1
A man is seen performing a dive into a large swimming pool from his point of view.,1.0,1,1,1,1
A man is seen performing an exercise with an exercise ball outdoors.,1.0,1,1,1,1
A man is seen playing an electronic keyboard at a computer.,0.3333333333333333,0,1,1,1
